"fl_id,""eta"",""etd"",""landing"",""airborne"",""checkin_open"",""seat_f"",""seat_j"",""seat_y"",""book_load_f"",""book_load_j"",""book_load_y"",""final_f"",""final_j"",""final_y"",""final_a"",""final_c"",""final_i"",""bag_pcs"",""bag_kg"",""counter_no"",""counter_island"",""controller_id"",""supervisor_id"",""checkin_total_staff_deploy"",""checkin_closed"",""boardingstart"",""gate_f"",""gate_j"",""gate_y"",""gate_a"",""gate_c"",""gate_i"",""gate_staff_deploy"",""gate_no"",""boarding_finish"",""chock_on"",""chock_off"",""pax_door_open"",""pax_door_close"",""cargo_door_open"",""cargo_door_close"",""unloading_start"",""unloading_finish"",""loading_start"",""loading_finish"""
"373,""2025-09-27 21:55:00.000"",""2025-09-28 07:15:00.000"",""2025-09-27 21:45:00.000"",""2025-09-28 07:15:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 21:55:00.000"",""2025-09-28 07:06:00.000"",""2025-09-27 21:57:00.000"",""2025-09-28 07:02:00.000"",""2025-09-27 21:57:00.000"",""2025-09-28 07:01:00.000"",""2025-09-27 21:58:00.000"",""2025-09-27 22:05:00.000"",""2025-09-28 06:34:00.000"",""2025-09-28 06:38:00.000"""
"374,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"375,""2025-09-27 22:30:00.000"",""2025-09-28 07:15:00.000"",""2025-09-27 22:41:00.000"",""2025-09-28 07:08:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 22:45:00.000"",""2025-09-28 06:56:00.000"",""2025-09-27 22:47:00.000"",""2025-09-28 06:55:00.000"",""2025-09-27 22:46:00.000"",""2025-09-28 06:55:00.000"",""2025-09-27 22:48:00.000"",""2025-09-27 23:01:00.000"",""2025-09-28 06:14:00.000"",""2025-09-28 06:52:00.000"""
"376,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"377,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"378,""2025-09-28 00:07:00.000"",""2025-09-28 07:10:00.000"",""2025-09-28 00:03:00.000"",""2025-09-28 07:38:00.000"",""2025-09-28 04:10:00.000"",""0"",""36"",""301"",""0"",""25"",""288"",""0"",""25"",""287"",""305"",""7"",""1"",""340"",""5878"",""9"",""C"",""905009"",""1109018"",""11"",""2025-09-28 06:10:00.000"",""2025-09-28 06:40:00.000"",""0"",""25"",""287"",""305"",""7"",""1"",""7"",""9B"",""2025-09-28 06:55:00.000"",""2025-09-28 00:07:00.000"",""2025-09-28 07:12:00.000"",""2025-09-28 00:09:00.000"",""2025-09-28 07:07:00.000"",""2025-09-28 00:15:00.000"",""2025-09-28 06:57:00.000"",""2025-09-28 00:18:00.000"",""2025-09-28 00:38:00.000"",""2025-09-28 06:25:00.000"",""2025-09-28 06:50:00.000"""
"379,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"380,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"381,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"382,""2025-09-28 04:39:00.000"",""2025-09-28 07:00:00.000"",""2025-09-28 04:44:00.000"",""2025-09-28 07:25:00.000"",""2025-09-28 03:25:00.000"",""0"",""42"",""198"",""0"",""33"",""200"",""0"",""33"",""186"",""203"",""16"",""1"",""246"",""3909"",""12"",""B"",""2008432"",""1208337"",""20"",""2025-09-28 06:30:00.000"",""2025-09-28 06:29:00.000"",""0"",""33"",""186"",""203"",""16"",""1"",""5"",""6"",""2025-09-28 06:45:00.000"",""2025-09-28 04:59:00.000"",""2025-09-28 06:59:00.000"",""2025-09-28 05:03:00.000"",""2025-09-28 06:47:00.000"",""2025-09-28 05:02:00.000"",""2025-09-28 06:49:00.000"",""2025-09-28 05:04:00.000"",""2025-09-28 05:25:00.000"",""2025-09-28 05:25:00.000"",""2025-09-28 06:45:00.000"""
"383,""2025-09-27 18:55:00.000"",""2025-09-28 06:45:00.000"",""2025-09-27 18:47:00.000"",""2025-09-28 06:53:00.000"",""2025-09-28 04:30:00.000"",""0"",""0"",""95"",""0"",""0"",""70"",""0"",""0"",""72"",""63"",""7"",""2"",""54"",""715"",""4"",""E14-18"",""2406361"",""1107027"",""5"",""2025-09-28 06:15:00.000"",""2025-09-28 06:30:00.000"",""0"",""0"",""72"",""63"",""7"",""2"",""4"",""26"",""2025-09-28 06:37:00.000"",""2025-09-27 18:59:00.000"",""2025-09-28 06:40:00.000"",""2025-09-27 19:01:00.000"",""2025-09-28 06:39:00.000"",""2025-09-27 19:00:00.000"",""2025-09-28 06:30:00.000"",""2025-09-27 19:02:00.000"",""2025-09-27 19:15:00.000"",""2025-09-28 06:01:00.000"",""2025-09-28 06:25:00.000"""
"384,""2025-09-27 16:02:00.000"",""2025-09-28 06:30:00.000"",""2025-09-27 16:15:00.000"",""2025-09-28 06:57:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 16:20:00.000"",""2025-09-28 06:40:00.000"",""2025-09-27 16:21:00.000"",""2025-09-28 06:35:00.000"",""2025-09-27 16:21:00.000"",""2025-09-28 06:27:00.000"",""2025-09-27 16:21:00.000"",""2025-09-27 16:25:00.000"",""2025-09-28 06:14:00.000"",""2025-09-28 06:24:00.000"""
"385,""2025-09-27 14:40:00.000"",""2025-09-28 06:10:00.000"",""2025-09-27 14:30:00.000"",""2025-09-28 06:19:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 14:40:00.000"",""2025-09-28 06:10:00.000"",""2025-09-27 14:43:00.000"",""2025-09-28 06:09:00.000"",""2025-09-27 14:43:00.000"",""2025-09-28 06:09:00.000"",""2025-09-27 14:44:00.000"",""2025-09-27 14:54:00.000"",""2025-09-28 05:35:00.000"",""2025-09-28 05:45:00.000"""
"386,""2025-09-28 01:55:00.000"",""2025-09-28 06:05:00.000"",""2025-09-28 02:00:00.000"",""2025-09-28 06:02:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 02:04:00.000"",""2025-09-28 05:56:00.000"",""2025-09-28 02:06:00.000"",""2025-09-28 05:53:00.000"",""2025-09-28 02:07:00.000"",""2025-09-28 05:46:00.000"",""2025-09-28 02:08:00.000"",""2025-09-28 02:24:00.000"",""2025-09-28 04:54:00.000"",""2025-09-28 05:35:00.000"""
"387,""2025-09-27 23:08:00.000"",""2025-09-28 06:10:00.000"",""2025-09-27 23:14:00.000"",""2025-09-28 06:39:00.000"",""2025-09-28 03:45:00.000"",""0"",""40"",""206"",""0"",""30"",""206"",""0"",""29"",""203"",""208"",""24"",""2"",""228"",""3605"",""12"",""B"",""2008430"",""1704411"",""20"",""2025-09-28 05:40:00.000"",""2025-09-28 05:44:00.000"",""0"",""29"",""203"",""208"",""24"",""2"",""5"",""2A"",""2025-09-28 06:06:00.000"",""2025-09-27 23:21:00.000"",""2025-09-28 06:14:00.000"",""2025-09-27 23:25:00.000"",""2025-09-28 06:12:00.000"",""2025-09-27 23:24:00.000"",""2025-09-28 06:16:00.000"",""2025-09-27 23:26:00.000"",""2025-09-27 23:48:00.000"",""2025-09-28 05:16:00.000"",""2025-09-28 05:48:00.000"""
"388,""2025-09-28 05:14:00.000"",""2025-09-28 06:00:00.000"",""2025-09-28 05:08:00.000"",""2025-09-28 06:10:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 05:14:00.000"",""2025-09-28 06:00:00.000"",""2025-09-28 05:16:00.000"",""2025-09-28 05:57:00.000"",""2025-09-28 05:16:00.000"",""2025-09-28 05:50:00.000"",""2025-09-28 05:17:00.000"",""2025-09-28 05:29:00.000"",""2025-09-28 05:25:00.000"",""2025-09-28 05:47:00.000"""
"389,""2025-09-27 20:45:00.000"",""2025-09-28 06:00:00.000"",""2025-09-27 21:48:00.000"",""2025-09-28 06:12:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 21:53:00.000"",""2025-09-28 06:00:00.000"",""2025-09-27 21:55:00.000"",""2025-09-28 05:55:00.000"",""2025-09-27 21:55:00.000"",""2025-09-28 05:36:00.000"",""2025-09-27 21:56:00.000"",""2025-09-27 22:05:00.000"",""2025-09-28 05:05:00.000"",""2025-09-28 05:35:00.000"""
"390,""2025-09-27 21:00:00.000"",""2025-09-28 05:30:00.000"",""2025-09-27 22:01:00.000"",""2025-09-28 05:49:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 22:06:00.000"",""2025-09-28 05:38:00.000"",""2025-09-27 22:10:00.000"",""2025-09-28 05:35:00.000"",""2025-09-27 22:07:00.000"",""2025-09-28 05:27:00.000"",""2025-09-27 22:08:00.000"",""2025-09-27 22:15:00.000"",""2025-09-28 04:40:00.000"",""2025-09-28 05:15:00.000"""
"391,""2025-09-27 19:45:00.000"",""2025-09-28 05:30:00.000"",""2025-09-27 20:45:00.000"",""2025-09-28 05:58:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 20:50:00.000"",""2025-09-28 05:43:00.000"",""2025-09-27 20:55:00.000"",""2025-09-28 05:39:00.000"",""2025-09-27 20:53:00.000"",""2025-09-28 05:27:00.000"",""2025-09-27 20:54:00.000"",""2025-09-27 21:04:00.000"",""2025-09-28 04:48:00.000"",""2025-09-28 05:20:00.000"""
"392,""2025-09-27 22:40:00.000"",""2025-09-28 05:25:00.000"",""2025-09-27 22:35:00.000"",""2025-09-28 05:33:00.000"",""2025-09-28 02:25:00.000"",""0"",""40"",""224"",""0"",""27"",""207"",""0"",""27"",""201"",""211"",""16"",""1"",""203"",""3057"",""12"",""C"",""1211410"",""2603007"",""17"",""2025-09-28 04:25:00.000"",""2025-09-28 04:44:00.000"",""0"",""27"",""200"",""211"",""16"",""1"",""6"",""9"",""2025-09-28 05:08:00.000"",""2025-09-27 22:40:00.000"",""2025-09-28 05:21:00.000"",""2025-09-27 22:41:00.000"",""2025-09-28 05:16:00.000"",""2025-09-27 22:42:00.000"",""2025-09-28 05:13:00.000"",""2025-09-27 22:43:00.000"",""2025-09-27 23:05:00.000"",""2025-09-28 04:20:00.000"",""2025-09-28 05:00:00.000"""
"393,""2025-09-28 00:30:00.000"",""2025-09-28 05:15:00.000"",""2025-09-28 00:41:00.000"",""2025-09-28 05:30:00.000"",""2025-09-28 02:15:00.000"",""0"",""0"",""174"",""0"",""0"",""170"",""0"",""0"",""168"",""157"",""10"",""1"",""169"",""2058"",""4"",""E19- E22"",""2201034"",""2207566"",""5"",""2025-09-28 04:15:00.000"",""2025-09-28 04:55:00.000"",""0"",""0"",""168"",""157"",""10"",""1"",""4"",""1"",""2025-09-28 05:12:00.000"",""2025-09-27 00:55:00.000"",""2025-09-28 05:15:00.000"",""2025-09-28 00:58:00.000"",""2025-09-28 05:13:00.000"",""2025-09-28 00:57:00.000"",""2025-09-28 05:06:00.000"",""2025-09-28 00:58:00.000"",""2025-09-28 01:04:00.000"",""2025-09-28 04:34:00.000"",""2025-09-28 05:04:00.000"""
"394,""2025-09-27 23:27:00.000"",""2025-09-28 05:00:00.000"",""2025-09-27 23:24:00.000"",""2025-09-28 05:15:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 23:27:00.000"",""2025-09-28 05:05:00.000"",""2025-09-27 23:29:00.000"",""2025-09-28 04:48:00.000"",""2025-09-27 23:29:00.000"",""2025-09-28 05:03:00.000"",""2025-09-27 23:30:00.000"",""2025-09-27 23:40:00.000"",""2025-09-28 04:20:00.000"",""2025-09-28 04:45:00.000"""
"395,""2025-09-27 22:40:00.000"",""2025-09-28 05:00:00.000"",""2025-09-27 22:26:00.000"",""2025-09-28 04:58:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 22:40:00.000"",""2025-09-28 04:47:00.000"",""2025-09-27 22:43:00.000"",""2025-09-28 04:45:00.000"",""2025-09-27 22:42:00.000"",""2025-09-28 04:44:00.000"",""2025-09-27 22:43:00.000"",""2025-09-27 22:52:00.000"",""2025-09-28 04:17:00.000"",""2025-09-28 04:43:00.000"""
"396,""2025-09-28 03:00:00.000"",""2025-09-28 04:55:00.000"",""2025-09-28 02:46:00.000"",""2025-09-28 05:18:00.000"",""2025-09-28 01:40:00.000"",""0"",""30"",""351"",""0"",""25"",""348"",""0"",""24"",""348"",""359"",""13"",""1"",""544"",""6861"",""7"",""B"",""2109723"",""1710933"",""10"",""2025-09-28 03:55:00.000"",""2025-09-28 04:09:00.000"",""0"",""24"",""349"",""361"",""12"",""1"",""4"",""8"",""2025-09-28 04:31:00.000"",""2025-09-28 02:57:00.000"",""2025-09-28 04:58:00.000"",""2025-09-28 03:00:00.000"",""2025-09-28 04:47:00.000"",""2025-09-28 03:00:00.000"",""2025-09-28 04:44:00.000"",""2025-09-28 03:03:00.000"",""2025-09-28 03:16:00.000"",""2025-09-28 03:19:00.000"",""2025-09-28 04:42:00.000"""
"397,""2025-09-27 18:10:00.000"",""2025-09-28 04:30:00.000"",""2025-09-27 18:02:00.000"",""2025-09-28 04:38:00.000"",""2025-09-28 02:00:00.000"","""","""",""177"","""","""",""61"","""","""",""56"",""56"",""0"",""0"",""84"",""1045"",""4"",""1A"",""2203285"",""1607009"",""4"",""2025-09-28 04:00:00.000"",""2025-09-28 03:58:00.000"","""","""",""56"",""56"",""0"",""0"",""2"",""A4"",""2025-09-28 04:10:00.000"",""2025-09-27 18:06:00.000"",""2025-09-28 04:19:00.000"",""2025-09-27 18:08:00.000"",""2025-09-28 04:17:00.000"",""2025-09-27 18:07:00.000"",""2025-09-28 04:09:00.000"",""2025-09-27 18:09:00.000"",""2025-09-27 18:28:00.000"",""2025-09-28 02:45:00.000"",""2025-09-28 04:05:00.000"""
"398,""2025-09-27 23:05:00.000"",""2025-09-28 04:15:00.000"",""2025-09-27 22:55:00.000"",""2025-09-28 04:30:00.000"",""2025-09-28 01:15:00.000"",""0"",""12"",""162"",""0"",""5"",""160"",""0"",""5"",""159"",""160"",""3"",""1"",""149"",""1976"",""4"",""C"",""1912456"",""1912543"",""5"",""2025-09-28 03:15:00.000"",""2025-09-28 03:45:00.000"",""0"",""5"",""158"",""160"",""3"",""1"",""3"",""3"",""2025-09-28 03:59:00.000"",""2025-09-27 23:07:00.000"",""2025-09-28 04:14:00.000"",""2025-09-27 23:08:00.000"",""2025-09-28 04:10:00.000"",""2025-09-27 23:10:00.000"",""2025-09-28 04:01:00.000"",""2025-09-27 23:12:00.000"",""2025-09-27 23:28:00.000"",""2025-09-28 03:10:00.000"",""2025-09-28 03:50:00.000"""
"399,""2025-09-27 20:57:00.000"",""2025-09-28 03:00:00.000"",""2025-09-27 19:59:00.000"",""2025-09-28 03:00:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 20:09:00.000"",""2025-09-28 02:45:00.000"",""2025-09-27 20:10:00.000"",""2025-09-28 02:40:00.000"",""2025-09-27 20:11:00.000"",""2025-09-28 02:31:00.000"",""2025-09-27 20:13:00.000"",""2025-09-27 20:36:00.000"",""2025-09-28 01:50:00.000"",""2025-09-28 02:30:00.000"""
"400,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"401,""2025-09-27 21:25:00.000"",""2025-09-28 00:55:00.000"",""2025-09-27 21:33:00.000"",""2025-09-28 01:12:00.000"",""2025-09-27 21:34:00.000"",""0"",""36"",""247"",""0"",""34"",""244"",""0"",""36"",""245"",""278"",""2"",""1"",""341"",""5717"",""8"",""B"",""1405404"",""1710960"",""12"",""2025-09-27 23:20:00.000"",""2025-09-28 00:06:00.000"",""0"",""36"",""244"",""278"",""2"",""1"",""5"",""6"",""2025-09-28 00:31:00.000"",""2025-09-27 21:46:00.000"",""2025-09-28 00:45:00.000"",""2025-09-27 21:49:00.000"",""2025-09-28 00:38:00.000"",""2025-09-27 21:52:00.000"",""2025-09-28 00:33:00.000"",""2025-09-27 21:54:00.000"",""2025-09-27 22:16:00.000"",""2025-09-27 23:31:00.000"",""2025-09-28 00:10:00.000"""
"402,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"403,""2025-09-27 23:33:00.000"",""2025-09-28 00:55:00.000"",""2025-09-27 23:29:00.000"",""2025-09-28 01:23:00.000"",""2025-09-27 21:55:00.000"",""0"",""12"",""187"",""0"",""11"",""190"",""0"",""12"",""185"",""185"",""10"",""2"",""240"",""3773"",""4"",""C"",""1305662"",""2105139"",""9"",""2025-09-27 23:55:00.000"",""2025-09-28 00:11:00.000"",""0"",""12"",""183"",""185"",""10"",""2"",""4"",""1"",""2025-09-28 00:40:00.000"",""2025-09-27 23:35:00.000"",""2025-09-28 00:55:00.000"",""2025-09-27 23:38:00.000"",""2025-09-28 00:53:00.000"",""2025-09-27 23:37:00.000"",""2025-09-28 00:37:00.000"",""2025-09-27 23:39:00.000"",""2025-09-27 23:50:00.000"",""2025-09-27 23:54:00.000"",""2025-09-28 00:36:00.000"""
"404,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"405,""2025-09-27 20:30:00.000"",""2025-09-28 00:50:00.000"",""2025-09-27 20:00:00.000"",""2025-09-28 01:04:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 20:16:00.000"",""2025-09-28 00:47:00.000"",""2025-09-27 20:17:00.000"",""2025-09-28 00:38:00.000"",""2025-09-27 20:16:00.000"",""2025-09-28 00:38:00.000"",""2025-09-27 20:18:00.000"",""2025-09-27 20:28:00.000"",""2025-09-27 23:49:00.000"",""2025-09-28 00:37:00.000"""
"406,""2025-09-27 22:23:00.000"",""2025-09-28 00:45:00.000"",""2025-09-27 22:27:00.000"",""2025-09-28 00:56:00.000"",""2025-09-27 21:45:00.000"",""8"",""42"",""304"",""8"",""38"",""302"",""8"",""40"",""301"",""337"",""14"",""2"",""442"",""6996"",""6"",""C"",""1708749"",""1302531"",""14"",""2025-09-27 23:45:00.000"",""2025-09-27 23:59:00.000"",""8"",""40"",""301"",""338"",""11"",""2"",""5"",""10"",""2025-09-28 00:20:00.000"",""2025-09-27 22:41:00.000"",""2025-09-28 00:33:00.000"",""2025-09-27 22:47:00.000"",""2025-09-28 00:29:00.000"",""2025-09-27 22:45:00.000"",""2025-09-28 00:30:00.000"",""2025-09-27 22:50:00.000"",""2025-09-27 23:10:00.000"",""2025-09-27 23:10:00.000"",""2025-09-28 00:14:00.000"""
"407,""2025-09-27 20:40:00.000"",""2025-09-28 00:45:00.000"",""2025-09-27 20:48:00.000"",""2025-09-28 01:07:00.000"",""2025-09-27 21:15:00.000"",""0"",""28"",""262"",""0"",""22"",""269"",""0"",""25"",""256"",""276"",""5"",""0"",""309"",""4958"",""7"",""D7-13"",""1202090"",""2310989"",""11"",""2025-09-27 23:45:00.000"",""2025-09-27 23:52:00.000"",""0"",""25"",""256"",""276"",""5"",""0"",""5"",""9"",""2025-09-28 00:32:00.000"",""2025-09-27 21:02:00.000"",""2025-09-28 00:45:00.000"",""2025-09-27 21:06:00.000"",""2025-09-28 00:40:00.000"",""2025-09-27 21:04:00.000"",""2025-09-28 00:35:00.000"",""2025-09-27 21:08:00.000"",""2025-09-27 21:29:00.000"",""2025-09-27 23:30:00.000"",""2025-09-28 00:15:00.000"""
"408,""2025-09-27 22:41:00.000"",""2025-09-28 00:40:00.000"",""2025-09-27 22:33:00.000"",""2025-09-28 00:58:00.000"",""2025-09-27 21:00:00.000"",""0"",""12"",""393"",""0"",""12"",""384"",""0"",""12"",""376"",""384"",""4"",""1"",""511"",""7126"",""8"",""B"",""1309895"",""929474"",""12"",""2025-09-27 23:40:00.000"",""2025-09-27 23:52:00.000"",""0"",""12"",""376"",""384"",""4"",""1"",""4"",""1b"",""2025-09-28 00:24:00.000"",""2025-09-27 22:48:00.000"",""2025-09-28 00:35:00.000"",""2025-09-27 22:51:00.000"",""2025-09-28 00:34:00.000"",""2025-09-27 22:50:00.000"",""2025-09-28 00:33:00.000"",""2025-09-27 22:53:00.000"",""2025-09-27 23:22:00.000"",""2025-09-27 23:25:00.000"",""2025-09-28 00:29:00.000"""
"409,"""","""","""","""",""2025-09-27 21:35:00.000"",""0"",""33"",""386"",""0"",""26"",""375"",""0"",""27"",""371"",""369"",""2"",""0"",""423"",""8069"",""10"",""B15-24"",""1911188"",""2101886"",""12"",""2025-09-27 23:35:00.000"",""2025-09-27 23:47:00.000"",""0"",""27"",""371"",""396"",""2"",""0"",""6"",""2"",""2025-09-28 00:08:00.000"","""","""","""","""","""","""","""","""","""","""""
"410,""2025-09-27 22:44:00.000"",""2025-09-28 00:11:00.000"",""2025-09-27 22:46:00.000"",""2025-09-28 01:18:00.000"",""2025-09-27 21:00:00.000"",""0"",""28"",""265"",""0"",""27"",""234"",""0"",""27"",""229"",""248"",""6"",""1"",""247"",""3663"",""7"",""A"",""2208820"",""2102027"",""11"",""2025-09-27 23:05:00.000"",""2025-09-27 23:47:00.000"",""0"",""27"",""229"",""248"",""8"",""1"",""3"",""7"",""2025-09-28 00:02:00.000"",""2025-09-27 23:01:00.000"",""2025-09-28 00:54:00.000"",""2025-09-27 23:03:00.000"",""2025-09-28 00:07:00.000"",""2025-09-27 23:04:00.000"",""2025-09-28 00:04:00.000"",""2025-09-27 23:07:00.000"",""2025-09-27 23:25:00.000"",""2025-09-27 23:26:00.000"",""2025-09-27 23:48:00.000"""
"411,""2025-09-27 23:30:00.000"",""2025-09-28 00:15:00.000"",""2025-09-27 23:04:00.000"",""2025-09-28 00:26:00.000"",""2025-09-27 21:15:00.000"","""","""",""180"","""","""",""137"","""","""",""120"",""120"",""0"",""0"",""94"",""1494"",""3"",""2F"",""2303427"",""1204203"",""6"",""2025-09-27 23:15:00.000"",""2025-09-27 23:43:00.000"","""","""",""120"",""120"",""0"",""0"",""5"",""F1"",""2025-09-27 23:57:00.000"",""2025-09-27 23:21:00.000"",""2025-09-28 00:10:00.000"",""2025-09-27 23:24:00.000"",""2025-09-28 00:04:00.000"",""2025-09-27 23:21:00.000"",""2025-09-27 23:58:00.000"",""2025-09-27 23:21:00.000"",""2025-09-27 23:31:00.000"",""2025-09-27 23:32:00.000"",""2025-09-27 23:43:00.000"""
"412,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"413,""2025-09-27 22:12:00.000"",""2025-09-27 23:30:00.000"",""2025-09-27 22:23:00.000"",""2025-09-27 00:10:00.000"",""2025-09-27 20:30:00.000"",""0"",""18"",""246"",""0"",""17"",""227"",""0"",""17"",""224"",""241"",""0"",""0"",""217"",""3273"",""6"",""D"",""230,444,502,305,490"",""2009493"",""13"",""2025-09-27 22:30:00.000"",""2025-09-27 23:06:00.000"",""0"",""17"",""224"",""241"",""0"",""0"",""5"",""5"",""2025-09-27 23:28:00.000"",""2025-09-27 22:35:00.000"",""2025-09-27 23:45:00.000"",""2025-09-27 22:36:00.000"",""2025-09-27 23:39:00.000"",""2025-09-27 22:37:00.000"",""2025-09-27 23:26:00.000"",""2025-09-27 22:41:00.000"",""2025-09-27 22:56:00.000"",""2025-09-27 22:57:00.000"",""2025-09-27 23:12:00.000"""
"414,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"415,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"416,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"417,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"418,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"419,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"420,""2025-09-27 19:30:00.000"",""2025-09-27 22:15:00.000"",""2025-09-27 19:11:00.000"",""2025-09-27 22:25:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 19:30:00.000"",""2025-09-27 22:13:00.000"",""2025-09-27 19:34:00.000"",""2025-09-27 22:12:00.000"",""2025-09-27 19:32:00.000"",""2025-09-27 22:03:00.000"",""2025-09-27 19:33:00.000"",""2025-09-27 20:00:00.000"",""2025-09-27 21:20:00.000"",""2025-09-27 22:02:00.000"""
"421,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"422,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
